acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
A1Cr1,#F0D5E1,1076,DHBA:11027,layer I of rostral primary auditory cortex,DHBA:10238,DHBA
A1Cr2,#D670A0,1077,DHBA:11028,layer II of rostral primary auditory cortex,DHBA:10238,DHBA
A1Cr3,#DA80A8,1078,DHBA:11029,layer III of rostral primary auditory cortex,DHBA:10238,DHBA
A1Cr4,#D670A0,1079,DHBA:11030,layer IV of rostral primary auditory cortex,DHBA:10238,DHBA
A1Cr5,#DA80A8,1080,DHBA:11031,layer V of rostral primary auditory cortex,DHBA:10238,DHBA
A1Cr6,#D670A0,1081,DHBA:11032,layer VI of rostral primary auditory cortex,DHBA:10238,DHBA
A42,#D670A0,1082,DHBA:10239,"secondary auditory cortex (belt, area 42)",DHBA:13322,DHBA
A42-1,#F0D5E1,1083,DHBA:11051,layer I of area 42,DHBA:10239,DHBA
A42-2,#D670A0,1084,DHBA:11052,layer II of area 42,DHBA:10239,DHBA
A42-3,#DA80A8,1085,DHBA:11053,layer III of area 42,DHBA:10239,DHBA
A42-4,#D670A0,1086,DHBA:11054,layer IV of area 42,DHBA:10239,DHBA
A42-5,#DA80A8,1087,DHBA:11055,layer V of area 42,DHBA:10239,DHBA
A42-6,#D670A0,1088,DHBA:11056,layer VI of area 42,DHBA:10239,DHBA
SLTC,#D670A0,1089,DHBA:10240,superolateral temporal cortex,DHBA:13322,DHBA
ASTC,#D670A0,1090,DHBA:10241,anterior (rostral) superior temporal cortex (area 22r),DHBA:10240,DHBA
A22r1,#F0D5E1,1091,DHBA:11063,layer I of area 22r,DHBA:10241,DHBA
A22r2,#D670A0,1092,DHBA:11064,layer II of area 22r,DHBA:10241,DHBA
A22r3,#DA80A8,1093,DHBA:11065,layer III of area 22r,DHBA:10241,DHBA
A22r4,#D670A0,1094,DHBA:11066,layer IV of area 22r,DHBA:10241,DHBA
A22r5,#DA80A8,1095,DHBA:11067,layer V of area 22r,DHBA:10241,DHBA
A22r6,#D670A0,1096,DHBA:11068,layer VI of area 22r,DHBA:10241,DHBA
ISTC,#D670A0,1097,DHBA:10242,intermediate superior temporal cortex (area 22i),DHBA:10240,DHBA
A22i1,#F0D5E1,1098,DHBA:11069,layer I of area 22i,DHBA:10242,DHBA
A22i2,#D670A0,1099,DHBA:11070,layer II of area 22i,DHBA:10242,DHBA
A22i3,#DA80A8,1100,DHBA:11071,layer III of area 22i,DHBA:10242,DHBA
A22i4,#D670A0,1101,DHBA:11072,layer IV of area 22i,DHBA:10242,DHBA
A22i5,#DA80A8,1102,DHBA:11073,layer V of area 22i,DHBA:10242,DHBA
A22i6,#D670A0,1103,DHBA:11074,layer VI of area 22i,DHBA:10242,DHBA
STC,#D670A0,1104,DHBA:10243,posterior (caudal) superior temporal cortex (area 22c),DHBA:10240,DHBA
A22c1,#F0D5E1,1105,DHBA:11057,layer I of area 22c,DHBA:10243,DHBA
A22c2,#D670A0,1106,DHBA:11058,layer II of area 22c,DHBA:10243,DHBA
A22c3,#DA80A8,1107,DHBA:11059,layer III of area 22c,DHBA:10243,DHBA
A22c4,#D670A0,1108,DHBA:11060,layer IV of area 22c,DHBA:10243,DHBA
A22c5,#DA80A8,1109,DHBA:11061,layer V of area 22c,DHBA:10243,DHBA
A22c6,#D670A0,1110,DHBA:11062,layer VI of area 22c,DHBA:10243,DHBA
PSTC,#DA80A8,1111,DHBA:10244,polysensory temporal cortex (area 22p),DHBA:13322,DHBA
A22pr,#DA80A8,1112,DHBA:10245,rostral division of 22p (area 22pr),DHBA:10244,DHBA
A22pr1,#F0D5E1,1113,DHBA:11075,layer I of area 22pr,DHBA:10245,DHBA
A22pr2,#EBBFD0,1114,DHBA:11076,layer II of area 22pr,DHBA:10245,DHBA
A22pr3,#E196B7,1115,DHBA:11077,layer III of area 22pr,DHBA:10245,DHBA
A22pr4,#DA80A8,1116,DHBA:11078,layer IV of area 22pr,DHBA:10245,DHBA
A22pr5,#E196B7,1117,DHBA:11079,layer V of area 22pr,DHBA:10245,DHBA
A22pr6,#DA80A8,1118,DHBA:11080,layer VI of area 22pr,DHBA:10245,DHBA
A22pi,#DA80A8,1119,DHBA:10246,intermediate division of 22p (area 22pi),DHBA:10244,DHBA
A22pi1,#F0D5E1,1120,DHBA:11081,layer I of area 22pi,DHBA:10246,DHBA
A22pi2,#EBBFD0,1121,DHBA:11082,layer II of area 22pi,DHBA:10246,DHBA
A22pi3,#E196B7,1122,DHBA:11083,layer III of area 22pi,DHBA:10246,DHBA
A22pi4,#DA80A8,1123,DHBA:11084,layer IV of area 22pi,DHBA:10246,DHBA
A22pi5,#E196B7,1124,DHBA:11085,layer V of area 22pi,DHBA:10246,DHBA
A22pi6,#DA80A8,1125,DHBA:11086,layer VI of area 22pi,DHBA:10246,DHBA
A22pc,#DA80A8,1126,DHBA:10247,caudal division of 22p (area 22pc),DHBA:10244,DHBA
A22pc1,#F0D5E1,1127,DHBA:11087,layer I of area 22pc,DHBA:10247,DHBA
A22pc2,#EBBFD0,1128,DHBA:11088,layer II of area 22pc,DHBA:10247,DHBA
A22pc3,#E196B7,1129,DHBA:11089,layer III of area 22pc,DHBA:10247,DHBA
A22pc4,#DA80A8,1130,DHBA:11090,layer IV of area 22pc,DHBA:10247,DHBA
A22pc5,#E196B7,1131,DHBA:11091,layer V of area 22pc,DHBA:10247,DHBA
A22pc6,#DA80A8,1132,DHBA:11092,layer VI of area 22pc,DHBA:10247,DHBA
PI,#E196B7,1133,DHBA:10267,parainsular cortex,DHBA:13322,DHBA
PI1,#F0D5E1,1134,DHBA:11158,layer I of parainsular cortex,DHBA:10267,DHBA
PI2,#E196B7,1135,DHBA:11159,layer II of parainsular cortex,DHBA:10267,DHBA
PI3,#E3A8C2,1136,DHBA:11160,layer III of parainsular cortex,DHBA:10267,DHBA
PI4,#E196B7,1137,DHBA:11161,layer IV of parainsular cortex,DHBA:10267,DHBA
PI5,#E3A8C2,1138,DHBA:11162,layer V of parainsular cortex,DHBA:10267,DHBA
PI6,#E196B7,1139,DHBA:11163,layer VI of parainsular cortex,DHBA:10267,DHBA
VLTC,#D670A0,1140,DHBA:13324,ventrolateral temporal neocortex,DHBA:10235,DHBA
MTC,#D55C92,1141,DHBA:10248,"midlateral temporal  cortex (area TEd, area 21)",DHBA:13324,DHBA
A21r,#D55C92,1142,DHBA:10249,rostral subdivision of area 21,DHBA:10248,DHBA
A21r1,#F0D5E1,1143,DHBA:11093,layer I of area 21r,DHBA:10249,DHBA
A21r2,#D55C92,1144,DHBA:11094,layer II of area 21r,DHBA:10249,DHBA
A21r3,#D670A0,1145,DHBA:11095,layer III of area 21r,DHBA:10249,DHBA
A21r4,#D55C92,1146,DHBA:11096,layer IV of area 21r,DHBA:10249,DHBA
A21r5,#D670A0,1147,DHBA:11097,layer V of area 21r,DHBA:10249,DHBA
A21r6,#D55C92,1148,DHBA:11098,layer VI of area 21r,DHBA:10249,DHBA
A21i,#D55C92,1149,DHBA:10250,intermediate subdivision of area 21,DHBA:10248,DHBA
A21i1,#F0D5E1,1150,DHBA:11099,layer I of area 21i,DHBA:10250,DHBA
A21i2,#D55C92,1151,DHBA:11100,layer II of area 21i,DHBA:10250,DHBA
A21i3,#D670A0,1152,DHBA:11101,layer III of area 21i,DHBA:10250,DHBA
A21i4,#D55C92,1153,DHBA:11102,layer IV of area 21i,DHBA:10250,DHBA
A21i5,#D670A0,1154,DHBA:11103,layer V of area 21i,DHBA:10250,DHBA
A21i6,#D55C92,1155,DHBA:11104,layer VI of area 21i,DHBA:10250,DHBA
A21c,#D55C92,1156,DHBA:10251,caudal subdivision of area 21,DHBA:10248,DHBA
A21c1,#F0D5E1,1157,DHBA:11105,layer I of area 21c,DHBA:10251,DHBA
A21c2,#D55C92,1158,DHBA:11106,layer II of area 21c,DHBA:10251,DHBA
A21c3,#D670A0,1159,DHBA:11107,layer III of area 21c,DHBA:10251,DHBA
A21c4,#D55C92,1160,DHBA:11108,layer IV of area 21c,DHBA:10251,DHBA
A21c5,#D670A0,1161,DHBA:11109,layer V of area 21c,DHBA:10251,DHBA
A21c6,#D55C92,1162,DHBA:11110,layer VI of area 21c,DHBA:10251,DHBA
ITC,#D55C92,1163,DHBA:10252,"inferolateral temporal cortex (area TEv, area 20)",DHBA:13324,DHBA
A20r,#D55C92,1164,DHBA:10253,rostral subdivision of area 20,DHBA:10252,DHBA
A20r1,#F0D5E1,1165,DHBA:11033,layer I of area 20r,DHBA:10253,DHBA
A20r2,#D55C92,1166,DHBA:11034,layer II of area 20r,DHBA:10253,DHBA
A20r3,#D670A0,1167,DHBA:11035,layer III of area 20r,DHBA:10253,DHBA
A20r4,#D55C92,1168,DHBA:11036,layer IV of area 20r,DHBA:10253,DHBA
A20r5,#D670A0,1169,DHBA:11037,layer V of area 20r,DHBA:10253,DHBA
A20r6,#D55C92,1170,DHBA:11038,layer VI of area 20r,DHBA:10253,DHBA
A20i,#D55C92,1171,DHBA:10254,intermediate subdivision of area 20,DHBA:10252,DHBA
A20i1,#F0D5E1,1172,DHBA:11039,layer I of area 20i,DHBA:10254,DHBA
A20i2,#D55C92,1173,DHBA:11040,layer II of area 20i,DHBA:10254,DHBA
A20i3,#D670A0,1174,DHBA:11041,layer III of area 20i,DHBA:10254,DHBA
A20i4,#D55C92,1175,DHBA:11042,layer IV of area 20i,DHBA:10254,DHBA
A20i5,#D670A0,1176,DHBA:11043,layer V of area 20i,DHBA:10254,DHBA
A20i6,#D55C92,1177,DHBA:11044,layer VI of area 20i,DHBA:10254,DHBA
A20c,#D55C92,1178,DHBA:10255,caudal subdivision of area 20,DHBA:10252,DHBA
A20c1,#F0D5E1,1179,DHBA:11045,layer I of area 20c,DHBA:10255,DHBA
A20c2,#D55C92,1180,DHBA:11046,layer II of area 20c,DHBA:10255,DHBA
A20c3,#D670A0,1181,DHBA:11047,layer III of area 20c,DHBA:10255,DHBA
A20c4,#D55C92,1182,DHBA:11048,layer IV of area 20c,DHBA:10255,DHBA
A20c5,#D670A0,1183,DHBA:11049,layer V of area 20c,DHBA:10255,DHBA
A20c6,#D55C92,1184,DHBA:11050,layer VI of area 20c,DHBA:10255,DHBA
MITC,#D55C92,1185,DHBA:10256,midinferior (fusiform) temporal cortex,DHBA:13324,DHBA
A36,#D55C92,1186,DHBA:10257,rostral division of MITC (area 36),DHBA:10256,DHBA
A36r,#D55C92,1187,DHBA:10258,rostral subdivision of area 36,DHBA:10257,DHBA
A36r1,#F0D5E1,1188,DHBA:11111,layer I of area 36r,DHBA:10258,DHBA
A36r2,#D55C92,1189,DHBA:11112,layer II of area 36r,DHBA:10258,DHBA
A36r3,#D670A0,1190,DHBA:11113,layer III of area 36r,DHBA:10258,DHBA
A36r4,#D55C92,1191,DHBA:11114,layer IV of area 36r,DHBA:10258,DHBA
A36r5,#D670A0,1192,DHBA:11115,layer V of area 36r,DHBA:10258,DHBA
A36r6,#D55C92,1193,DHBA:11116,layer VI of area 36r,DHBA:10258,DHBA
A36c,#D55C92,1194,DHBA:10259,caudal subdivision of area 36,DHBA:10257,DHBA
A36c1,#F0D5E1,1195,DHBA:11117,layer I of area 36c,DHBA:10259,DHBA
A36c2,#D55C92,1196,DHBA:11118,layer II of area 36c,DHBA:10259,DHBA
A36c3,#D670A0,1197,DHBA:11119,layer III of area 36c,DHBA:10259,DHBA
A36c4,#D55C92,1198,DHBA:11120,layer IV of area 36c,DHBA:10259,DHBA
A36c5,#D670A0,1199,DHBA:11121,layer V of area 36c,DHBA:10259,DHBA
A36c6,#D55C92,1200,DHBA:11122,layer VI of area 36c,DHBA:10259,DHBA
TF,#D55C92,1201,DHBA:10260,caudal division of MITC (area TF),DHBA:10256,DHBA
TF1,#F0D5E1,1202,DHBA:11123,layer I of area TF,DHBA:10260,DHBA
TF2,#D55C92,1203,DHBA:11124,layer II of area TF,DHBA:10260,DHBA
TF3,#D670A0,1204,DHBA:11125,layer III of area TF,DHBA:10260,DHBA
TF4,#D55C92,1205,DHBA:11126,layer IV of area TF,DHBA:10260,DHBA
TF5,#D670A0,1206,DHBA:11127,layer V of area TF,DHBA:10260,DHBA
TF6,#D55C92,1207,DHBA:11128,layer VI of area TF,DHBA:10260,DHBA
PPHC,#C15184,1208,DHBA:10263,posterior parahippocampal cortex,DHBA:10235,DHBA
TH,#C15184,1209,DHBA:10264,medial division of PPHC (area TH),DHBA:10263,DHBA
TH1,#F0D5E1,1210,DHBA:11141,layer I of area TH,DHBA:10264,DHBA
TH2,#C15184,1211,DHBA:11142,layer II of area TH,DHBA:10264,DHBA
TH3,#C8538B,1212,DHBA:11143,layer III of area TH,DHBA:10264,DHBA
TH5,#C8538B,1213,DHBA:11144,layer V of area TH,DHBA:10264,DHBA
TH6,#C15184,1214,DHBA:11145,layer VI of area TH,DHBA:10264,DHBA
TL,#C15184,1215,DHBA:10265,lateral division of PPHC (area TL),DHBA:10263,DHBA
TL1,#F0D5E1,1216,DHBA:11146,layer I of area TL,DHBA:10265,DHBA
TL2,#C15184,1217,DHBA:11147,layer II of area TL,DHBA:10265,DHBA
TL3,#C8538B,1218,DHBA:11148,layer III of area TL,DHBA:10265,DHBA
TL4,#C15184,1219,DHBA:11149,layer IV of area TL,DHBA:10265,DHBA
TL5,#C8538B,1220,DHBA:11150,layer V of area TL,DHBA:10265,DHBA
TL6,#C15184,1221,DHBA:11151,layer VI of area TL,DHBA:10265,DHBA
TFO,#C15184,1222,DHBA:10261,medial temporal-occipital cortex (area TFO),DHBA:10235,DHBA
TFO1,#F0D5E1,1223,DHBA:11129,layer I of area TFO,DHBA:10261,DHBA
TFO2,#C15184,1224,DHBA:11130,layer II of area TFO,DHBA:10261,DHBA
TFO3,#C8538B,1225,DHBA:11131,layer III of area TFO,DHBA:10261,DHBA
TFO4,#C15184,1226,DHBA:11132,layer IV of area TFO,DHBA:10261,DHBA
TFO5,#C8538B,1227,DHBA:11133,layer V of area TFO,DHBA:10261,DHBA
TFO6,#C15184,1228,DHBA:11134,layer VI of area TFO,DHBA:10261,DHBA
A37,#D55C92,1229,DHBA:10262,lateral temporal-occipital cortex (area 37),DHBA:10235,DHBA
A37-1,#F0D5E1,1230,DHBA:11135,layer I of area 37,DHBA:10262,DHBA
A37-2,#D55C92,1231,DHBA:11136,layer II of area 37,DHBA:10262,DHBA
A37-3,#D670A0,1232,DHBA:11137,layer III of area 37,DHBA:10262,DHBA
A37-4,#D55C92,1233,DHBA:11138,layer IV of area 37,DHBA:10262,DHBA
A37-5,#D670A0,1234,DHBA:11139,layer V of area 37,DHBA:10262,DHBA
A37-6,#D55C92,1235,DHBA:11140,layer VI of area 37,DHBA:10262,DHBA
A38,#C8538B,1236,DHBA:10266,"temporal polar cortex (area TG, area 38)",DHBA:10235,DHBA
A38-1,#F0D5E1,1237,DHBA:11152,layer I of area 38,DHBA:10266,DHBA
A38-2,#C8538B,1238,DHBA:11153,layer II of area 38,DHBA:10266,DHBA
A38-3,#D55C92,1239,DHBA:11154,layer III of area 38,DHBA:10266,DHBA
A38-4,#C8538B,1240,DHBA:11155,layer IV of area 38,DHBA:10266,DHBA
A38-5,#D55C92,1241,DHBA:11156,layer V of area 38,DHBA:10266,DHBA
A38-6,#C8538B,1242,DHBA:11157,layer VI of area 38,DHBA:10266,DHBA
V5/MT,#D55C92,1243,DHBA:267499039,area V5 (middle temporal area),DHBA:10235,DHBA
V5/MT1,#F0D5E1,1244,DHBA:267499043,layer I of area V5/MT,DHBA:267499039,DHBA
V5/MT2,#D55C92,1245,DHBA:267499047,layer II of area V5/MT,DHBA:267499039,DHBA
V5/MT3,#D670A0,1246,DHBA:267499051,layer III of area V5/MT,DHBA:267499039,DHBA
V5/MT4,#D55C92,1247,DHBA:267499055,layer IV of area V5/MT,DHBA:267499039,DHBA
V5/MT5,#D670A0,1248,DHBA:267499059,layer V of area V5/MT,DHBA:267499039,DHBA
V5/MT6,#D55C92,1249,DHBA:267499063,layer VI of area V5/MT,DHBA:267499039,DHBA
LO,#C8538B,1250,DHBA:267499067,lateral occipito-temporal area ,DHBA:10235,DHBA
LO1,#F0D5E1,1251,DHBA:267499071,layer I of area LO,DHBA:267499067,DHBA
LO2,#C8538B,1252,DHBA:267499075,layer II of area LO,DHBA:267499067,DHBA
LO3,#D55C92,1253,DHBA:267499079,layer III of area LO,DHBA:267499067,DHBA
LO4,#C8538B,1254,DHBA:267499083,layer IV of area LO,DHBA:267499067,DHBA
LO5,#D55C92,1255,DHBA:267499087,layer V of area LO,DHBA:267499067,DHBA
LO6,#C8538B,1256,DHBA:267499091,layer VI of area LO,DHBA:267499067,DHBA
Ocx,#E7ACA1,1257,DHBA:10268,occipital neocortex,DHBA:10160,DHBA
Pro,#D14D46,1258,DHBA:13011,area prostriata,DHBA:10268,DHBA
Pro1,#EDC9C0,1259,DHBA:13012,layer I of area prostriata,DHBA:13011,DHBA
Pro2,#D14D46,1260,DHBA:13013,layer II of area prostriata,DHBA:13011,DHBA
Pro3,#D45B53,1261,DHBA:13014,layer III of area prostriata,DHBA:13011,DHBA
Pro4,#D14D46,1262,DHBA:13015,layer IV of area prostriata,DHBA:13011,DHBA
Pro5,#D45B53,1263,DHBA:13016,layer V of area prostriata,DHBA:13011,DHBA
Pro6,#D14D46,1264,DHBA:13017,layer VI of area prostriata,DHBA:13011,DHBA
V1C,#C13331,1265,DHBA:10269,"primary visual cortex (striate cortex, area V1/17)",DHBA:10268,DHBA
V1-1,#EDC9C0,1266,DHBA:11164,layer I of area 17,DHBA:10269,DHBA
V1-2,#C73835,1267,DHBA:11165,layer II of area 17,DHBA:10269,DHBA
V1-3,#CE3D39,1268,DHBA:11166,layer III of area 17,DHBA:10269,DHBA
V1-4,#C73835,1269,DHBA:11167,layer IV of area 17,DHBA:10269,DHBA
V1-4A,#C73835,1270,DHBA:11168,layer IVA of area 17,DHBA:11167,DHBA
V1-4B,#CE3D39,1271,DHBA:11169,layer IVB of area 17,DHBA:11167,DHBA
V1-4C,#C73835,1272,DHBA:11170,layer IVC of area 17,DHBA:11167,DHBA
V1-4Ca,#C73835,1273,DHBA:11171,layer IVCa of area 17,DHBA:11170,DHBA
V1-4Cb,#BA2E2E,1274,DHBA:11172,layer IVCb of area 17,DHBA:11170,DHBA
V1-5,#CE3D39,1275,DHBA:11173,layer V of area 17,DHBA:10269,DHBA
V1-6,#BA2E2E,1276,DHBA:11174,layer VI of area 17,DHBA:10269,DHBA
ESOC,#D14D46,1277,DHBA:10270,extrastriate occipital cortex,DHBA:10268,DHBA
Vx,#D14D46,1278,DHBA:146034690,area x of visual cortex,DHBA:10270,DHBA
V2,#D14D46,1279,DHBA:10271,"parastriate cortex (area V2, area 18)",DHBA:10270,DHBA
V2-1,#EDC9C0,1280,DHBA:11175,layer I of area 18,DHBA:10271,DHBA
V2-2,#D14D46,1281,DHBA:11176,layer II of area 18,DHBA:10271,DHBA
V2-3,#D45B53,1282,DHBA:11177,layer III of area 18,DHBA:10271,DHBA
V2-4,#D14D46,1283,DHBA:11178,layer IV of area 18,DHBA:10271,DHBA
V2-5,#D45B53,1284,DHBA:11179,layer V of area 18,DHBA:10271,DHBA
V2-6,#D14D46,1285,DHBA:11180,layer VI of area 18,DHBA:10271,DHBA
PSC,#D14D46,1286,DHBA:10272,peristriate cortex (area 19),DHBA:10270,DHBA
V3,#D14D46,1287,DHBA:10273,area V3 of peristriate cortex,DHBA:10272,DHBA
V3-1,#EDC9C0,1288,DHBA:11181,layer I of area V3,DHBA:10273,DHBA
V3-2,#D14D46,1289,DHBA:11182,layer II of area V3,DHBA:10273,DHBA
V3-3,#D45B53,1290,DHBA:11183,layer III of area V3,DHBA:10273,DHBA
V3-4,#D14D46,1291,DHBA:11184,layer IV of area V3,DHBA:10273,DHBA
V3-5,#D45B53,1292,DHBA:11185,layer V of area V3,DHBA:10273,DHBA
V3-6,#D14D46,1293,DHBA:11186,layer VI of area V3,DHBA:10273,DHBA
VP,#D14D46,1294,DHBA:10274,area VP of peristriate cortex,DHBA:10272,DHBA
VP1,#EDC9C0,1295,DHBA:11187,layer I of area VP,DHBA:10274,DHBA
VP2,#D14D46,1296,DHBA:11188,layer II of area VP,DHBA:10274,DHBA
VP3,#D45B53,1297,DHBA:11189,layer III of area VP,DHBA:10274,DHBA
VP4,#D14D46,1298,DHBA:11190,layer IV of area VP,DHBA:10274,DHBA
VP5,#D45B53,1299,DHBA:11191,layer V of area VP,DHBA:10274,DHBA
VP6,#D14D46,1300,DHBA:11192,layer VI of area VP,DHBA:10274,DHBA
V3A,#D14D46,1301,DHBA:10275,area V3A of peristriate cortex,DHBA:10272,DHBA
V3A-1,#EDC9C0,1302,DHBA:11193,layer I of area V3A,DHBA:10275,DHBA
V3A-2,#D14D46,1303,DHBA:11194,layer II of area V3A,DHBA:10275,DHBA
V3A-3,#D45B53,1304,DHBA:11195,layer III of area V3A,DHBA:10275,DHBA
V3A-4,#D14D46,1305,DHBA:11196,layer IV of area V3A,DHBA:10275,DHBA
V3A-5,#D45B53,1306,DHBA:11197,layer V of area V3A,DHBA:10275,DHBA
V3A-6,#D14D46,1307,DHBA:11198,layer VI of area V3A,DHBA:10275,DHBA
V4,#D14D46,1308,DHBA:10276,area V4 of peristriate cortex,DHBA:10272,DHBA
V4-1,#EDC9C0,1309,DHBA:11199,layer I of area V4,DHBA:10276,DHBA
V4-2,#D14D46,1310,DHBA:11200,layer II of area V4,DHBA:10276,DHBA
V4-3,#D45B53,1311,DHBA:11201,layer III of area V4,DHBA:10276,DHBA
V4-4,#D14D46,1312,DHBA:11202,layer IV of area V4,DHBA:10276,DHBA
V4-5,#D45B53,1313,DHBA:11203,layer V of area V4,DHBA:10276,DHBA
V4-6,#D14D46,1314,DHBA:11204,layer VI of area V4,DHBA:10276,DHBA
V3B,#D14D46,1315,DHBA:267499095,area V3B of peristriate cortex ,DHBA:10272,DHBA
V3B1,#EDC9C0,1316,DHBA:267499099,layer I of area V3B,DHBA:267499095,DHBA
V3B2,#D14D46,1317,DHBA:267499103,layer II of area V3B,DHBA:267499095,DHBA
V3B3,#D45B53,1318,DHBA:267499107,layer III of area V3B,DHBA:267499095,DHBA
V3B4,#D14D46,1319,DHBA:267499111,layer IV of area V3B,DHBA:267499095,DHBA
V3B5,#D45B53,1320,DHBA:267499115,layer V of area V3B,DHBA:267499095,DHBA
V3B6,#D14D46,1321,DHBA:267499119,layer VI of area V3B,DHBA:267499095,DHBA
V6,#D14D46,1322,DHBA:267499123,area V6 of peristriate cortex ,DHBA:10272,DHBA
V6-1,#EDC9C0,1323,DHBA:267499127,layer I of area V6,DHBA:267499123,DHBA
V6-2,#D14D46,1324,DHBA:267499131,layer II of area V6,DHBA:267499123,DHBA
V6-3,#D45B53,1325,DHBA:267499135,layer III of area V6,DHBA:267499123,DHBA
V6-4,#D14D46,1326,DHBA:267499139,layer IV of area V6,DHBA:267499123,DHBA
V6-5,#D45B53,1327,DHBA:267499143,layer V of area V6,DHBA:267499123,DHBA
V6-6,#D14D46,1328,DHBA:267499147,layer VI of area V6,DHBA:267499123,DHBA
V6A/PO,#D14D46,1329,DHBA:267499151,area V6 of peristriate cortex (parieto-occipital area),DHBA:10272,DHBA
V6A-1,#EDC9C0,1330,DHBA:267499155,layer I of area V6A,DHBA:267499151,DHBA
V6A-2,#D14D46,1331,DHBA:267499159,layer II of area V6A,DHBA:267499151,DHBA
V6A-3,#D45B53,1332,DHBA:267499163,layer III of area V6A,DHBA:267499151,DHBA
V6A-4,#D14D46,1333,DHBA:267499167,layer IV of area V6A,DHBA:267499151,DHBA
V6A-5,#D45B53,1334,DHBA:267499171,layer V of area V6A,DHBA:267499151,DHBA
V6A-6,#D14D46,1335,DHBA:267499175,layer VI of area V6A,DHBA:267499151,DHBA
V7,#D14D46,1336,DHBA:267499179,area V7 of peristriate cortex ,DHBA:10272,DHBA
V7-1,#EDC9C0,1337,DHBA:267499183,layer I of area V7,DHBA:267499179,DHBA
V7-2,#D14D46,1338,DHBA:267499187,layer II of area V7,DHBA:267499179,DHBA
V7-3,#D45B53,1339,DHBA:267499191,layer III of area V7,DHBA:267499179,DHBA
V7-4,#D14D46,1340,DHBA:267499195,layer IV of area V7,DHBA:267499179,DHBA
V7-5,#D45B53,1341,DHBA:267499199,layer V of area V7,DHBA:267499179,DHBA
V7-6,#D14D46,1342,DHBA:267499203,layer VI of area V7,DHBA:267499179,DHBA
ICx,#E5AB9A,1343,DHBA:10288,insular neocortex,DHBA:10160,DHBA
Idg,#D16146,1344,DHBA:10289,dysgranular insular cortex,DHBA:10288,DHBA
RIdg,#D16146,1345,DHBA:15513,rostral dysgranular insular cortex,DHBA:10289,DHBA
RIdg1,#EABFB0,1346,DHBA:11253,layer I of dysgranular insular cortex,DHBA:15513,DHBA
RIdg2,#D16146,1347,DHBA:11254,layer II of dysgranular insular cortex,DHBA:15513,DHBA
RIdg3,#D47056,1348,DHBA:11255,layer III of dysgranular insular cortex,DHBA:15513,DHBA
RIdg4,#D16146,1349,DHBA:11256,layer IV of dysgranular insular cortex,DHBA:15513,DHBA
RIdg5,#D47056,1350,DHBA:11257,layer V of dysgranular insular cortex,DHBA:15513,DHBA
RIdg6,#D16146,1351,DHBA:11258,layer VI of dysgranular insular cortex,DHBA:15513,DHBA
CIdg,#D16146,1352,DHBA:15514,caudal dysgranular insular cortex,DHBA:10289,DHBA
CIdg1,#EABFB0,1353,DHBA:15515,layer I of caudal dysgranular insular cortex,DHBA:15514,DHBA
CIdg2,#D16146,1354,DHBA:15516,layer II of caudal dysgranular insular cortex,DHBA:15514,DHBA
CIdg3,#D47056,1355,DHBA:15517,layer III of caudal dysgranular insular cortex,DHBA:15514,DHBA
CIdg4,#D16146,1356,DHBA:15518,layer IV of caudal dysgranular insular cortex,DHBA:15514,DHBA
CIdg5,#D47056,1357,DHBA:15519,layer V of caudal dysgranular insular cortex,DHBA:15514,DHBA
CIdg6,#D16146,1358,DHBA:15520,layer VI of caudal dysgranular insular cortex,DHBA:15514,DHBA
Ig,#C45539,1359,DHBA:10290,granular insular cortex,DHBA:10288,DHBA
RIg,#C45539,1360,DHBA:15521,rostral granular insular cortex,DHBA:10290,DHBA
RIg1,#EABFB0,1361,DHBA:11259,layer I of granular insular cortex,DHBA:15521,DHBA
RIg2,#C45539,1362,DHBA:11260,layer II of granular insular cortex,DHBA:15521,DHBA
RIg3,#CA5B3F,1363,DHBA:11261,layer III of granular insular cortex,DHBA:15521,DHBA
RIg4,#C45539,1364,DHBA:11262,layer IV of granular insular cortex,DHBA:15521,DHBA
RIg5,#CA5B3F,1365,DHBA:11263,layer V of granular insular cortex,DHBA:15521,DHBA
RIg6,#C45539,1366,DHBA:11264,layer VI of granular insular cortex,DHBA:15521,DHBA
CIg,#C45539,1367,DHBA:15522,caudal granular insular cortex,DHBA:10290,DHBA
CIg1,#EABFB0,1368,DHBA:15523,layer I of caudal granular insular cortex,DHBA:15522,DHBA
CIg2,#C45539,1369,DHBA:15524,layer II of caudal granular insular cortex,DHBA:15522,DHBA
CIg3,#CA5B3F,1370,DHBA:15525,layer III of caudal granular insular cortex,DHBA:15522,DHBA
CIg4,#C45539,1371,DHBA:15526,layer IV of caudal granular insular cortex,DHBA:15522,DHBA
CIg5,#CA5B3F,1372,DHBA:15527,layer V of caudal granular insular cortex,DHBA:15522,DHBA
CIg6,#C45539,1373,DHBA:15528,layer VI of caudal granular insular cortex,DHBA:15522,DHBA
CCx,#EFB9BE,1374,DHBA:10277,cingulate neocortex,DHBA:10160,DHBA
MFC,#E26880,1375,DHBA:10278,anterior (rostral) cingulate (medial prefrontal) cortex,DHBA:10277,DHBA
A24,#E26880,1376,DHBA:10279,ventral division of MFC (area 24),DHBA:10278,DHBA
